application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,root,Income,Age
1107,Male,FALSE,3.25,STEM,Hispanic,610,5,Health Care,,610,610000,61
1108,Male,TRUE,3.04,STEM,,650,4,Consulting,,650,650000,65
1109,Male,FALSE,3.17,STEM,Asian,570,5,Investment Banking,,570,570000,57
1110,Male,FALSE,3.33,STEM,Other,700,5,PE/VC,,700,700000,70
1111,Male,FALSE,3.27,Business,Black,660,6,Technology,,660,660000,66
1112,Male,FALSE,3.34,Humanities,Other,610,5,PE/VC,,610,610000,61
1113,Male,FALSE,3.05,Humanities,Asian,620,4,PE/VC,,620,620000,62
1114,Male,TRUE,3.42,Business,,680,7,Real Estate,,680,680000,68
1115,Male,FALSE,3.22,STEM,Hispanic,630,6,Consulting,,630,630000,63
1116,Male,TRUE,3.14,Humanities,,730,5,Consulting,,730,730000,73
1117,Female,FALSE,3.31,Humanities,Black,660,4,Other,,660,660000,66
1118,Female,FALSE,3.57,Business,White,680,4,PE/VC,Admit,680,680000,68
1119,Male,TRUE,3.45,Humanities,,660,4,Other,,660,660000,66
1120,Male,TRUE,3.07,STEM,,660,5,Investment Banking,,660,660000,66
1121,Female,FALSE,3.2,Business,White,610,5,Nonprofit/Gov,,610,610000,61
1122,Female,TRUE,3.35,Business,,700,6,Technology,Admit,700,700000,70
1123,Female,TRUE,3.66,Humanities,,730,6,Health Care,,730,730000,73
1124,Female,TRUE,3.32,Humanities,,710,5,Nonprofit/Gov,,710,710000,71
1125,Male,FALSE,3.29,STEM,White,710,5,Financial Services,Admit,710,710000,71
1126,Male,FALSE,3.07,Humanities,Black,640,6,PE/VC,,640,640000,64
1127,Male,FALSE,3.26,Humanities,Asian,670,5,Other,Admit,670,670000,67
1128,Male,TRUE,3.41,Humanities,,640,5,PE/VC,,640,640000,64
1129,Male,TRUE,3.33,Business,,680,7,Investment Banking,,680,680000,68
1130,Male,FALSE,3.4,Business,Black,710,5,Health Care,,710,710000,71
1131,Female,FALSE,3.36,Business,White,610,5,PE/VC,,610,610000,61
1132,Female,TRUE,3.58,Humanities,,720,5,Media/Entertainment,Admit,720,720000,72
1133,Male,FALSE,3.29,Humanities,Hispanic,660,4,Technology,,660,660000,66
1134,Male,FALSE,3.19,Humanities,White,640,4,Investment Banking,,640,640000,64
1135,Male,TRUE,3.43,Humanities,,720,3,Nonprofit/Gov,,720,720000,72
1136,Female,FALSE,3.25,STEM,Black,600,5,PE/VC,,600,600000,60
1137,Female,FALSE,3.16,Business,Black,610,4,Financial Services,,610,610000,61
1138,Female,FALSE,3.24,Business,Asian,580,6,PE/VC,,580,580000,58
1139,Male,FALSE,3.36,Humanities,Hispanic,690,5,Consulting,,690,690000,69
1140,Male,FALSE,3.13,Business,Hispanic,700,7,Consulting,,700,700000,70
1141,Female,FALSE,3.14,STEM,Asian,660,7,PE/VC,,660,660000,66
1142,Female,TRUE,3.29,Humanities,,690,5,PE/VC,Admit,690,690000,69
1143,Female,FALSE,3.54,Humanities,Asian,710,4,Other,,710,710000,71
1144,Male,FALSE,3.24,Business,Hispanic,670,4,CPG,,670,670000,67
1145,Male,FALSE,2.97,Business,Hispanic,610,5,Consulting,,610,610000,61
1146,Female,FALSE,3.34,Business,Hispanic,630,4,Investment Banking,,630,630000,63
1147,Female,FALSE,3.39,STEM,Asian,700,4,Investment Banking,Admit,700,700000,70
1148,Male,FALSE,3.21,Humanities,White,650,6,Investment Banking,,650,650000,65
1149,Male,TRUE,3.4,STEM,,750,4,Nonprofit/Gov,Admit,750,750000,75
1150,Female,FALSE,3.08,STEM,Asian,660,5,Financial Services,,660,660000,66
1151,Male,TRUE,3.17,Business,,590,6,Consulting,,590,590000,59
1152,Female,FALSE,3.31,STEM,Black,660,6,Investment Banking,Waitlist,660,660000,66
1153,Male,FALSE,3.38,Humanities,White,680,5,Investment Banking,,680,680000,68
1154,Female,TRUE,3.23,Humanities,,610,6,PE/VC,,610,610000,61
1155,Male,FALSE,3.44,Humanities,Black,680,6,Nonprofit/Gov,,680,680000,68
1156,Female,FALSE,3.19,STEM,White,680,4,Nonprofit/Gov,,680,680000,68
1157,Male,TRUE,3.32,Humanities,,710,6,Nonprofit/Gov,Admit,710,710000,71
1158,Male,FALSE,3.32,Business,Asian,770,5,Health Care,Admit,770,770000,77
1159,Male,FALSE,2.81,Business,White,570,5,Consulting,,570,570000,57
1160,Female,TRUE,2.97,Business,,600,2,Consulting,,600,600000,60
1161,Female,FALSE,3.53,Humanities,Asian,780,5,Consulting,,780,780000,78
1162,Male,TRUE,3.33,STEM,,680,4,Nonprofit/Gov,,680,680000,68
1163,Male,TRUE,3.06,STEM,,610,3,Technology,,610,610000,61
1164,Male,FALSE,3.24,Humanities,White,670,4,Investment Banking,Waitlist,670,670000,67
1165,Male,FALSE,3.32,Humanities,White,720,5,PE/VC,,720,720000,72
1166,Male,FALSE,3.61,Humanities,Black,760,3,Financial Services,,760,760000,76
1167,Male,TRUE,3.23,Humanities,,630,4,Technology,,630,630000,63
1168,Male,FALSE,3.47,STEM,Black,700,5,Nonprofit/Gov,Admit,700,700000,70
1169,Male,FALSE,3.13,Humanities,Black,620,5,Consulting,,620,620000,62
1170,Female,FALSE,3.47,STEM,White,740,3,Technology,Admit,740,740000,74
1171,Male,FALSE,3.28,Humanities,Black,680,5,Investment Banking,,680,680000,68
1172,Female,FALSE,3.15,Humanities,Asian,610,5,CPG,,610,610000,61
1173,Male,FALSE,3.28,Humanities,White,590,5,Health Care,,590,590000,59
1174,Male,TRUE,3.35,STEM,,630,4,Real Estate,,630,630000,63
1175,Female,TRUE,3.31,STEM,,680,6,Consulting,Admit,680,680000,68
1176,Male,FALSE,3.06,Humanities,White,660,5,Consulting,,660,660000,66
1177,Male,FALSE,3.2,Humanities,Asian,680,5,Technology,,680,680000,68
1178,Female,FALSE,3.24,STEM,Asian,610,6,Retail,,610,610000,61
1179,Male,FALSE,3.28,Business,White,690,6,Technology,,690,690000,69
1180,Female,TRUE,3.2,Business,,640,5,Consulting,,640,640000,64
1181,Female,FALSE,3.25,STEM,White,670,5,Investment Banking,,670,670000,67
1182,Female,FALSE,3.26,STEM,White,720,4,Financial Services,Admit,720,720000,72
1183,Male,TRUE,2.91,STEM,,580,3,PE/VC,,580,580000,58
1184,Female,FALSE,2.95,STEM,Black,570,4,Media/Entertainment,,570,570000,57
1185,Female,FALSE,3.3,Humanities,Hispanic,650,5,Media/Entertainment,,650,650000,65
1186,Male,FALSE,3.2,Humanities,Asian,640,4,Technology,,640,640000,64
1187,Female,FALSE,3.74,Humanities,White,760,4,Nonprofit/Gov,Admit,760,760000,76
1188,Male,TRUE,3.49,Business,,690,6,PE/VC,,690,690000,69
1189,Male,FALSE,3.38,Humanities,Other,700,6,Consulting,Waitlist,700,700000,70
1190,Male,TRUE,3.25,Humanities,,710,3,Health Care,,710,710000,71
1191,Male,TRUE,3.12,Humanities,,620,7,Consulting,,620,620000,62
1192,Female,TRUE,3.55,Humanities,,670,3,Nonprofit/Gov,,670,670000,67
1193,Male,FALSE,3.34,STEM,White,620,6,Investment Banking,,620,620000,62
1194,Male,FALSE,3.02,Humanities,Black,590,4,Nonprofit/Gov,,590,590000,59
1195,Male,TRUE,3.4,Business,,650,4,Nonprofit/Gov,,650,650000,65
1196,Male,FALSE,3.59,Humanities,Black,710,6,Investment Banking,,710,710000,71
1197,Male,FALSE,3.5,STEM,Black,730,5,Other,Admit,730,730000,73
1198,Male,TRUE,3.24,STEM,,620,5,Financial Services,,620,620000,62
1199,Male,FALSE,3.35,Humanities,Black,670,5,Energy,Admit,670,670000,67
1200,Female,FALSE,3.18,STEM,Asian,650,6,Nonprofit/Gov,,650,650000,65
1201,Male,FALSE,3.56,Humanities,Black,650,5,Consulting,,650,650000,65
1202,Male,FALSE,3.24,STEM,Hispanic,570,7,Consulting,,570,570000,57
1203,Male,FALSE,3.13,STEM,White,620,5,Consulting,,620,620000,62
1204,Female,FALSE,3.26,Humanities,Black,760,6,Consulting,,760,760000,76
1205,Male,TRUE,3.11,Humanities,,600,3,PE/VC,,600,600000,60
1206,Female,TRUE,3.09,Business,,620,5,Other,,620,620000,62
1207,Female,FALSE,3.18,Humanities,White,630,6,Technology,,630,630000,63
1208,Male,FALSE,3.13,STEM,Black,660,5,PE/VC,,660,660000,66
1209,Male,TRUE,3.27,Humanities,,760,6,Consulting,,760,760000,76
1210,Male,TRUE,3.41,Business,,620,3,Technology,,620,620000,62
1211,Male,FALSE,2.89,Humanities,White,570,9,Consulting,,570,570000,57
1212,Male,TRUE,3.24,Humanities,,710,6,Health Care,,710,710000,71
1213,Male,FALSE,3.18,STEM,Black,650,4,Investment Management,,650,650000,65
1214,Female,FALSE,3.18,Humanities,Black,600,5,Nonprofit/Gov,,600,600000,60
1215,Female,FALSE,3.11,STEM,Asian,680,5,Technology,,680,680000,68
1216,Female,FALSE,3.12,Humanities,White,570,6,Investment Banking,,570,570000,57
1217,Male,FALSE,3.17,Humanities,White,630,5,Technology,,630,630000,63
1218,Male,TRUE,3.34,Humanities,,660,5,Health Care,Admit,660,660000,66
1219,Female,FALSE,3.25,Humanities,White,600,4,Technology,,600,600000,60
1220,Female,FALSE,3.25,Business,White,630,3,Financial Services,,630,630000,63
1221,Male,FALSE,3.24,STEM,White,640,5,Nonprofit/Gov,,640,640000,64
1222,Male,FALSE,3.2,Humanities,White,660,7,Financial Services,,660,660000,66
1223,Female,FALSE,3.36,Humanities,Other,640,5,PE/VC,,640,640000,64
1224,Male,TRUE,3.23,STEM,,620,5,Technology,,620,620000,62
1225,Male,TRUE,3.02,Humanities,,570,6,PE/VC,,570,570000,57
1226,Female,FALSE,3.35,STEM,White,680,4,Investment Banking,,680,680000,68
1227,Female,FALSE,3.28,Humanities,Hispanic,620,4,Consulting,,620,620000,62
1228,Male,FALSE,2.97,Business,Asian,580,6,PE/VC,,580,580000,58
1229,Female,FALSE,3.22,Business,White,590,5,Consulting,,590,590000,59
1230,Male,FALSE,3.37,STEM,Asian,740,7,Investment Banking,,740,740000,74
1231,Male,FALSE,3.18,Humanities,Black,610,5,Nonprofit/Gov,,610,610000,61
1232,Male,FALSE,3.04,Humanities,White,600,6,Financial Services,,600,600000,60
1233,Male,FALSE,3.07,Business,Black,640,4,Health Care,,640,640000,64
1234,Male,TRUE,3.06,Business,,630,5,Technology,,630,630000,63
1235,Female,FALSE,3.23,STEM,Black,630,4,Consulting,,630,630000,63
1236,Male,TRUE,3.45,Humanities,,720,7,PE/VC,,720,720000,72
1237,Male,TRUE,2.96,Business,,590,6,Investment Banking,,590,590000,59
1238,Male,TRUE,3.14,STEM,,660,4,Other,,660,660000,66
1239,Male,FALSE,3.29,Humanities,Other,770,5,Financial Services,Admit,770,770000,77
1240,Male,FALSE,3.34,STEM,Black,600,5,Consulting,,600,600000,60
1241,Female,FALSE,3.23,Humanities,Hispanic,710,5,Nonprofit/Gov,,710,710000,71
1242,Male,FALSE,3.15,STEM,White,620,5,Consulting,,620,620000,62
1243,Male,TRUE,3.22,STEM,,620,5,PE/VC,,620,620000,62
1244,Female,FALSE,3.19,Business,Hispanic,590,4,Nonprofit/Gov,,590,590000,59
1245,Male,FALSE,3.41,STEM,White,640,4,CPG,,640,640000,64
1246,Male,FALSE,3.19,STEM,Black,590,5,Investment Banking,,590,590000,59
1247,Male,TRUE,3.29,Business,,700,4,Technology,,700,700000,70
1248,Male,FALSE,3.29,STEM,White,600,6,Other,,600,600000,60
1249,Male,TRUE,3.21,STEM,,720,5,Health Care,,720,720000,72
1250,Female,TRUE,3.32,STEM,,620,4,Consulting,,620,620000,62
1251,Male,FALSE,3.37,STEM,Other,580,4,Consulting,,580,580000,58
1252,Male,TRUE,3.31,Humanities,,630,5,Consulting,,630,630000,63
1253,Female,FALSE,3.2,Humanities,White,570,3,Consulting,,570,570000,57
1254,Male,FALSE,3.14,STEM,White,590,5,Nonprofit/Gov,,590,590000,59
1255,Male,TRUE,3.22,Business,,620,5,Consulting,,620,620000,62
1256,Female,FALSE,3.29,STEM,White,620,6,PE/VC,,620,620000,62
1257,Female,TRUE,3.3,Humanities,,600,4,Health Care,,600,600000,60
1258,Female,FALSE,3.11,STEM,Asian,720,6,Consulting,,720,720000,72
1259,Male,FALSE,3.12,Humanities,Black,610,5,Investment Banking,,610,610000,61
1260,Male,TRUE,2.99,Humanities,,580,7,Consulting,,580,580000,58
1261,Male,FALSE,3.24,Humanities,Black,720,7,Consulting,,720,720000,72
1262,Female,FALSE,3.09,Humanities,Asian,660,5,Financial Services,,660,660000,66
1263,Female,FALSE,3.05,Humanities,Asian,590,5,Financial Services,,590,590000,59
1264,Female,FALSE,3.21,Business,White,630,5,Financial Services,,630,630000,63
1265,Male,TRUE,3.37,Humanities,,670,7,Media/Entertainment,,670,670000,67
1266,Male,FALSE,3.27,Humanities,Asian,670,5,PE/VC,,670,670000,67
1267,Female,FALSE,3.19,Business,Black,620,6,Media/Entertainment,,620,620000,62
1268,Male,FALSE,3.25,STEM,White,680,5,Investment Management,Admit,680,680000,68
1269,Female,FALSE,3.32,Humanities,Asian,610,6,PE/VC,,610,610000,61
1270,Male,FALSE,3.34,STEM,White,670,4,PE/VC,,670,670000,67
1271,Female,FALSE,3.14,Business,White,610,5,CPG,,610,610000,61
1272,Female,TRUE,3.27,Humanities,,690,6,Consulting,Admit,690,690000,69
1273,Female,FALSE,3.35,Business,White,580,4,CPG,,580,580000,58
1274,Female,TRUE,3.08,Business,,680,4,Technology,,680,680000,68
1275,Male,FALSE,3.06,Humanities,White,630,4,Consulting,,630,630000,63
1276,Female,TRUE,3.12,Humanities,,600,6,Consulting,,600,600000,60
1277,Male,TRUE,3.28,Business,,640,5,PE/VC,,640,640000,64
1278,Male,FALSE,2.82,STEM,Asian,570,6,Other,,570,570000,57
1279,Female,FALSE,3.19,STEM,White,680,5,Nonprofit/Gov,,680,680000,68
1280,Female,FALSE,3.16,STEM,Black,570,5,Consulting,,570,570000,57
1281,Male,FALSE,3.11,STEM,Hispanic,660,4,Investment Banking,,660,660000,66
1282,Female,FALSE,3.29,Humanities,Asian,690,3,Consulting,,690,690000,69
1283,Male,TRUE,3.15,Humanities,,600,5,Investment Banking,,600,600000,60
1284,Female,TRUE,3.28,STEM,,610,5,Health Care,,610,610000,61
1285,Male,FALSE,3.2,Humanities,Black,670,5,Other,,670,670000,67
1286,Male,FALSE,3.08,STEM,Asian,640,5,Consulting,,640,640000,64
1287,Male,TRUE,3.24,Humanities,,670,4,Consulting,,670,670000,67
1288,Female,FALSE,3.34,STEM,White,620,6,Financial Services,,620,620000,62
1289,Male,FALSE,3.2,STEM,Other,660,6,Consulting,,660,660000,66
1290,Male,FALSE,3.19,STEM,Hispanic,690,5,Consulting,,690,690000,69
1291,Male,FALSE,3.27,STEM,Black,600,5,Technology,,600,600000,60
1292,Female,FALSE,3.65,Business,White,660,5,Investment Banking,Admit,660,660000,66
1293,Male,FALSE,3.41,Humanities,Asian,770,5,Consulting,,770,770000,77
1294,Male,TRUE,2.93,Humanities,,610,7,Consulting,,610,610000,61
1295,Male,TRUE,3.33,STEM,,730,5,Investment Management,Admit,730,730000,73
1296,Male,FALSE,3.21,Business,Hispanic,670,4,PE/VC,,670,670000,67
1297,Female,FALSE,3.23,STEM,White,710,4,Consulting,Admit,710,710000,71
1298,Female,FALSE,3.15,Business,White,660,7,Other,,660,660000,66
1299,Male,FALSE,3.16,STEM,Black,660,6,Health Care,,660,660000,66
1300,Male,FALSE,3.55,Humanities,Asian,670,3,Investment Management,Admit,670,670000,67
1301,Female,FALSE,3.32,STEM,Black,670,4,Nonprofit/Gov,,670,670000,67
1302,Female,FALSE,3.51,Humanities,Hispanic,740,5,Financial Services,Admit,740,740000,74
1303,Male,FALSE,3.1,STEM,Asian,680,5,Technology,,680,680000,68
1304,Male,FALSE,2.97,Business,Other,570,4,Consulting,,570,570000,57
1305,Male,FALSE,3.2,STEM,Other,680,6,Financial Services,,680,680000,68
1306,Male,FALSE,3.11,Humanities,Hispanic,630,4,Nonprofit/Gov,,630,630000,63
1307,Female,FALSE,3.28,Business,Black,650,5,Technology,,650,650000,65
1308,Female,TRUE,3.21,Humanities,,640,5,CPG,,640,640000,64
1309,Male,TRUE,3.51,STEM,,710,5,Other,,710,710000,71
1310,Male,FALSE,2.78,Humanities,Black,570,5,Technology,,570,570000,57
1311,Male,TRUE,3.17,Business,,610,5,Consulting,,610,610000,61
1312,Female,TRUE,3.24,Business,,670,4,Other,,670,670000,67
1313,Female,TRUE,3.31,Humanities,,690,6,PE/VC,,690,690000,69
1314,Female,FALSE,3.27,Business,Black,630,5,Consulting,,630,630000,63
1315,Female,FALSE,3.33,STEM,Hispanic,680,5,PE/VC,Admit,680,680000,68
1316,Male,FALSE,3.22,STEM,Other,730,4,Consulting,,730,730000,73
1317,Male,FALSE,3.17,Humanities,Hispanic,630,4,Nonprofit/Gov,,630,630000,63
1318,Female,FALSE,3.28,STEM,Hispanic,680,5,Other,,680,680000,68
1319,Male,FALSE,3.47,STEM,White,700,6,Investment Banking,,700,700000,70
1320,Male,FALSE,3.36,Humanities,Black,590,4,PE/VC,,590,590000,59
1321,Female,FALSE,3.14,Business,White,700,4,Nonprofit/Gov,,700,700000,70
1322,Female,FALSE,3.36,STEM,Black,640,5,Consulting,,640,640000,64
1323,Female,FALSE,3.23,STEM,White,650,5,Investment Banking,,650,650000,65
1324,Female,FALSE,3.26,STEM,Black,710,5,Technology,,710,710000,71
1325,Male,FALSE,3.17,Humanities,White,570,5,Media/Entertainment,,570,570000,57
1326,Female,TRUE,3.46,Business,,580,5,Technology,,580,580000,58
1327,Female,FALSE,3.51,STEM,Hispanic,630,6,Consulting,,630,630000,63
1328,Male,TRUE,2.89,Humanities,,570,6,PE/VC,,570,570000,57
1329,Male,FALSE,3.29,STEM,Black,660,4,Consulting,,660,660000,66
1330,Male,FALSE,3.31,STEM,Asian,710,4,Technology,,710,710000,71
1331,Female,TRUE,3.26,Business,,620,5,Consulting,,620,620000,62
1332,Male,FALSE,3.22,STEM,White,660,7,Nonprofit/Gov,,660,660000,66
1333,Female,FALSE,3.35,Humanities,White,650,5,Investment Banking,,650,650000,65
1334,Female,TRUE,3.3,Humanities,,620,4,PE/VC,,620,620000,62
1335,Female,FALSE,3.03,Humanities,Asian,580,5,Nonprofit/Gov,,580,580000,58
1336,Female,FALSE,3.13,STEM,Hispanic,580,6,Consulting,,580,580000,58
1337,Male,FALSE,3.18,Business,Asian,650,5,Financial Services,,650,650000,65
1338,Male,FALSE,3.37,Business,Asian,720,4,Technology,,720,720000,72
1339,Female,FALSE,3.13,Business,Asian,640,4,Consulting,,640,640000,64
1340,Female,FALSE,3.38,Humanities,Asian,670,6,Investment Banking,Admit,670,670000,67
1341,Male,FALSE,3.09,STEM,Asian,630,6,Technology,,630,630000,63
1342,Female,TRUE,3.19,STEM,,630,6,Technology,,630,630000,63
1343,Male,FALSE,3.11,Business,Hispanic,650,5,Investment Banking,,650,650000,65
1344,Male,FALSE,3.37,Humanities,Asian,670,4,PE/VC,,670,670000,67
1345,Female,FALSE,3.44,Humanities,Asian,730,5,Consulting,,730,730000,73
1346,Male,TRUE,3.47,STEM,,720,7,Investment Banking,Admit,720,720000,72
1347,Male,TRUE,3.31,Humanities,,690,4,PE/VC,Admit,690,690000,69
1348,Female,TRUE,3.2,Humanities,,720,6,Nonprofit/Gov,,720,720000,72
1349,Female,TRUE,3.3,Humanities,,620,1,PE/VC,,620,620000,62
1350,Male,TRUE,3.36,STEM,,650,5,Technology,,650,650000,65
1351,Male,FALSE,3.01,Humanities,White,600,5,Investment Banking,,600,600000,60
1352,Male,FALSE,3.25,Business,White,570,5,Real Estate,,570,570000,57
1353,Female,FALSE,3.26,Humanities,Other,670,4,Nonprofit/Gov,,670,670000,67
1354,Male,FALSE,3.27,Business,Asian,620,6,Consulting,,620,620000,62
1355,Male,TRUE,3.27,Humanities,,610,6,Financial Services,,610,610000,61
1356,Male,TRUE,3.4,STEM,,690,5,Investment Banking,Admit,690,690000,69
1357,Male,TRUE,3.16,STEM,,660,6,Nonprofit/Gov,,660,660000,66
1358,Male,TRUE,3.45,Humanities,,720,5,PE/VC,Admit,720,720000,72
1359,Female,FALSE,3.4,Humanities,White,690,7,Investment Banking,,690,690000,69
1360,Female,FALSE,3.43,Humanities,Black,670,5,Consulting,Admit,670,670000,67
1361,Male,FALSE,2.93,Humanities,White,570,5,Nonprofit/Gov,,570,570000,57
1362,Male,FALSE,3.4,Humanities,Other,710,4,Health Care,,710,710000,71
1363,Male,FALSE,3.16,STEM,White,590,5,Consulting,,590,590000,59
1364,Male,FALSE,2.87,Humanities,Asian,600,7,Nonprofit/Gov,,600,600000,60
1365,Male,TRUE,3.18,STEM,,640,6,Consulting,,640,640000,64
1366,Male,TRUE,3.29,STEM,,610,4,Investment Banking,,610,610000,61
1367,Male,FALSE,3.1,Business,White,690,4,Investment Banking,,690,690000,69
1368,Female,FALSE,3.36,Business,Asian,710,5,Consulting,,710,710000,71
1369,Female,FALSE,3.05,STEM,White,620,6,Consulting,,620,620000,62
1370,Male,FALSE,3.22,Humanities,Hispanic,620,6,CPG,,620,620000,62
1371,Female,TRUE,3.28,Humanities,,600,4,PE/VC,,600,600000,60
1372,Male,TRUE,2.96,Humanities,,590,3,PE/VC,,590,590000,59
1373,Female,FALSE,3.13,Business,Black,610,5,Other,,610,610000,61
1374,Male,TRUE,3.23,Business,,600,5,Investment Banking,,600,600000,60
1375,Female,FALSE,3.58,Humanities,Asian,740,6,Consulting,,740,740000,74
1376,Male,TRUE,3.12,Business,,630,5,Investment Banking,,630,630000,63
1377,Male,FALSE,3.58,STEM,Black,660,5,Technology,Admit,660,660000,66
1378,Male,TRUE,3.21,STEM,,670,6,Investment Banking,,670,670000,67
1379,Male,FALSE,3.28,Business,Asian,620,5,Nonprofit/Gov,,620,620000,62
1380,Female,FALSE,3.34,Humanities,Hispanic,670,4,Consulting,,670,670000,67
1381,Male,FALSE,3.53,Business,White,690,5,Nonprofit/Gov,Admit,690,690000,69
1382,Female,FALSE,3.32,Humanities,Other,670,5,Consulting,Admit,670,670000,67
1383,Female,FALSE,3.13,Business,Other,660,3,Investment Banking,,660,660000,66
1384,Male,FALSE,3.4,Business,Asian,680,4,Nonprofit/Gov,,680,680000,68
1385,Male,FALSE,3.31,STEM,Black,720,6,Health Care,,720,720000,72
1386,Female,FALSE,3.5,Humanities,Black,650,5,Investment Management,,650,650000,65
1387,Female,TRUE,3.33,Business,,620,5,Consulting,,620,620000,62
1388,Female,FALSE,3.41,STEM,Asian,750,5,Financial Services,Admit,750,750000,75
1389,Male,FALSE,3.1,Business,Asian,720,5,Technology,,720,720000,72
1390,Male,FALSE,3.06,Humanities,Hispanic,610,4,Nonprofit/Gov,,610,610000,61
1391,Male,TRUE,3.08,Humanities,,580,6,Consulting,,580,580000,58
1392,Female,TRUE,3.39,Business,,680,6,Consulting,,680,680000,68
1393,Male,TRUE,3.16,Business,,660,6,Nonprofit/Gov,,660,660000,66
1394,Female,FALSE,3.36,Humanities,White,670,5,Investment Banking,,670,670000,67
1395,Male,TRUE,3.07,Business,,600,5,Financial Services,,600,600000,60
1396,Male,TRUE,3.49,STEM,,670,5,Consulting,Admit,670,670000,67
1397,Male,TRUE,3.25,Business,,630,6,Technology,,630,630000,63
1398,Male,TRUE,3.31,STEM,,670,6,Investment Management,,670,670000,67
1399,Male,TRUE,3.13,STEM,,610,4,Investment Banking,,610,610000,61
1400,Female,TRUE,3.37,Business,,740,4,Consulting,,740,740000,74
1401,Male,FALSE,3.31,STEM,Black,680,6,PE/VC,,680,680000,68
1402,Female,FALSE,3.02,Humanities,Black,610,4,Consulting,,610,610000,61
1403,Male,FALSE,3.32,Business,White,650,6,Consulting,,650,650000,65
1404,Male,FALSE,3.33,Humanities,Asian,620,5,PE/VC,,620,620000,62
1405,Male,FALSE,3.3,STEM,Asian,630,5,Health Care,,630,630000,63
1406,Male,FALSE,3.34,Business,Hispanic,620,6,Nonprofit/Gov,,620,620000,62
1407,Male,FALSE,3.37,Business,Black,610,4,Nonprofit/Gov,,610,610000,61
1408,Male,TRUE,3.23,Business,,620,6,Consulting,,620,620000,62
1409,Male,FALSE,3.31,STEM,Other,630,6,Other,,630,630000,63
1410,Female,FALSE,3.21,Business,Hispanic,570,6,Consulting,,570,570000,57
1411,Male,FALSE,3.25,Humanities,White,630,4,Investment Banking,,630,630000,63
1412,Female,FALSE,3.2,Business,Other,710,5,PE/VC,,710,710000,71
1413,Male,FALSE,3.23,Business,Hispanic,660,5,Media/Entertainment,,660,660000,66
1414,Male,TRUE,3.58,Humanities,,690,4,Consulting,,690,690000,69
1415,Male,FALSE,3.2,STEM,White,730,4,Consulting,,730,730000,73
1416,Male,FALSE,3.4,Humanities,Other,640,4,Investment Banking,,640,640000,64
1417,Male,FALSE,3.27,Business,Black,660,3,Real Estate,,660,660000,66
1418,Male,FALSE,3.05,Business,Black,640,5,Consulting,,640,640000,64
1419,Male,FALSE,3.25,Humanities,Other,660,4,Consulting,,660,660000,66
1420,Male,FALSE,3.23,STEM,Asian,610,6,Consulting,,610,610000,61
1421,Male,FALSE,3.51,Business,White,740,5,Investment Banking,Admit,740,740000,74
1422,Female,FALSE,3.19,Humanities,Hispanic,630,4,Nonprofit/Gov,,630,630000,63
1423,Male,TRUE,3.48,STEM,,620,4,PE/VC,,620,620000,62
1424,Male,FALSE,3.1,Business,White,670,7,Consulting,,670,670000,67
1425,Female,FALSE,3.37,Business,Asian,710,7,PE/VC,,710,710000,71
1426,Female,FALSE,3.06,STEM,Other,590,5,Technology,,590,590000,59
1427,Male,FALSE,3.25,Humanities,White,650,4,Consulting,,650,650000,65
1428,Female,FALSE,3.21,Business,White,700,6,Technology,,700,700000,70
1429,Female,TRUE,3.05,Business,,660,6,Consulting,,660,660000,66
1430,Male,FALSE,3.06,Humanities,Black,610,7,Financial Services,,610,610000,61
1431,Male,FALSE,3.17,STEM,Asian,640,4,Investment Banking,,640,640000,64
1432,Male,TRUE,3.29,Humanities,,760,4,CPG,,760,760000,76
1433,Male,FALSE,3.26,Humanities,Black,660,6,Retail,,660,660000,66
1434,Male,TRUE,3.37,Business,,650,5,Investment Banking,,650,650000,65
1435,Female,FALSE,3.44,Humanities,Hispanic,710,6,Consulting,,710,710000,71
1436,Male,TRUE,3.62,STEM,,740,6,PE/VC,,740,740000,74
1437,Female,TRUE,3.2,Humanities,,580,5,Consulting,,580,580000,58
1438,Female,FALSE,3,Humanities,Black,670,3,Financial Services,,670,670000,67
1439,Male,TRUE,2.89,STEM,,570,5,PE/VC,,570,570000,57
1440,Female,FALSE,3.2,Humanities,Black,580,4,Investment Management,,580,580000,58
1441,Male,FALSE,3.35,Humanities,Asian,680,4,PE/VC,,680,680000,68
1442,Female,TRUE,3.29,Business,,580,6,Nonprofit/Gov,,580,580000,58
1443,Male,FALSE,3.24,STEM,White,690,4,Consulting,,690,690000,69
1444,Male,FALSE,3.12,STEM,White,570,5,Health Care,,570,570000,57
1445,Female,FALSE,3.34,STEM,Asian,650,7,Health Care,,650,650000,65
1446,Female,FALSE,3.18,Humanities,White,730,5,PE/VC,,730,730000,73
1447,Female,FALSE,3.42,Humanities,Asian,720,6,Health Care,Admit,720,720000,72
1448,Male,FALSE,3.03,STEM,Asian,610,5,Technology,,610,610000,61
1449,Female,FALSE,3.29,Humanities,White,690,5,Technology,,690,690000,69
1450,Female,FALSE,3.49,STEM,Black,680,4,Consulting,,680,680000,68
1451,Male,FALSE,3.11,STEM,White,570,4,PE/VC,,570,570000,57
1452,Female,FALSE,3.55,STEM,White,620,5,Nonprofit/Gov,,620,620000,62
